gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000000349,1441763.6951464661,-0.043774766552394866,3.0296933031787607,-0.01444858016039653,,
ENSDARG00000000369,5147842.60241112,1.0392289087445459,1.9164036992496087,0.5422807883075307,0.5876250882849732,
ENSDARG00000000370,20280913.249014884,-0.8853580002437493,1.206691474769759,-0.7337070152191792,0.4631273220382406,0.7756455195539633
ENSDARG00000000380,11049560.976527153,-0.4970408142153691,1.282943090582879,-0.3874223399804498,0.6984435677470671,
ENSDARG00000000394,1082608090.817524,-0.028175102776806748,0.198032796202042,-0.14227493282507223,0.8868628457948076,0.9662745852829498
ENSDARG00000000423,254959251.97499606,-0.005854367779733156,0.2529370650196448,-0.023145551164193614,0.9815341708312171,0.9955169435574932
ENSDARG00000000442,235794761.08672333,-0.36224175944668285,0.3262599320425718,-1.11028576870854,0.26687590361442437,0.6315993607528466
ENSDARG00000000460,15040679.208510406,-0.6169372732746619,1.568492319400076,-0.3933313957894488,0.6940747325784535,0.8936310437147558
ENSDARG00000000472,4639652.8117116345,-0.33388607839741613,1.8988483776564895,-0.17583609219472798,0.8604227139026109,
ENSDARG00000000474,420437.7875927397,-1.5738324405704818,4.3758309926309895,-0.3596648141166456,0.7190978077961783,
ENSDARG00000000476,63059267.112739295,-0.14473737876354395,0.34272054486167575,-0.4223189444973627,0.6727922321809395,0.8840634763686549
ENSDARG00000000489,758897082.7261366,0.4028889533518543,0.26075055131073355,1.5451125657323577,0.12231903807142094,0.470090758550479
ENSDARG00000000503,6314754.437727767,-1.0725073608350957,1.1712759437452218,-0.915674369103571,0.35983771215947347,
ENSDARG00000000516,9108041.608723164,0.4430345895104224,1.271398802606225,0.34846233031071855,,
ENSDARG00000000529,80956951.29905184,-0.9477856045036664,0.4880053537645972,-1.9421623086554434,0.052117454391503136,0.32212589037765615
ENSDARG00000000540,556075619.6154821,0.12118497763479552,0.3756160536315796,0.32262992080114594,0.746975530983464,0.919886956070811
ENSDARG00000000542,332417646.8836164,-0.4522205284232794,0.2898625387660507,-1.5601206363139892,0.11873137575090252,0.4642629174283924
ENSDARG00000000551,67886416.28058591,-1.2296708439836128,1.221319850214884,-1.0068376795540164,0.3140127842892356,0.6727788629235802
ENSDARG00000000563,105349787.18378066,-0.3250452489439344,0.36066284371285956,-0.9012440693855285,0.36745856433937807,0.7135260213866461
ENSDARG00000000567,284378126.675753,-0.5642080104635993,0.2296815310652544,-2.456479664894358,0.014030574261123242,0.17197853491228557
ENSDARG00000000568,1481009175.9130044,-0.298289278541958,0.43060296388069513,-0.692724629328384,0.4884823796370561,0.7899621697722305
ENSDARG00000000588,430163212.15773606,0.06402935872558789,0.21383692098687077,0.2994307925408222,0.7646113702501233,0.9266913928726224
ENSDARG00000000606,18440767.629270174,1.0421967565677643,0.693175109659797,1.5035115110801707,0.1327071908205591,0.4887515288572525
ENSDARG00000000631,757138142.714225,-0.24368901997113776,0.2807942467797396,-0.8678561714346382,0.38547307499428807,0.7263212983059095
ENSDARG00000000638,1965815.3312572455,-2.815104752358074,3.301471888705091,-0.8526817271984161,0.3938358267762575,
ENSDARG00000000651,65205881.38068989,-0.027606862757322905,0.3479200243425417,-0.07934830083290291,0.9367555888720294,0.9831852842641633
ENSDARG00000000656,540915771.7527794,1.1167882865707066,0.4866770355112854,2.2947215608754763,0.02174908636394477,0.21258241857074442
ENSDARG00000000666,4260730693.7765727,-0.1205458805459104,0.15290356100312394,-0.7883785031235966,0.4304753411275103,0.7564090470546186
ENSDARG00000000690,176067180.45302463,-0.4546554145349671,0.4783054439356617,-0.9505545468893392,0.3418305515217934,0.6943492721587294
ENSDARG00000000729,199202781.08318394,-0.7654044911708163,0.28555447599114564,-2.6804149664057437,0.007353094373153626,0.12259650471829923
ENSDARG00000000730,1628816873.003573,0.5069609142021304,0.4699345282010761,1.078790520336508,0.2806811217200146,0.646277165074312
ENSDARG00000000747,107685850.7044586,-0.060930751287846564,0.6137134439197787,-0.09928208660166016,0.920914300961068,0.9775007956166089
ENSDARG00000000760,52612618.01079017,0.07147558489438142,0.331985338937529,0.2152974138048646,0.8295354458368659,0.9475152813107924
ENSDARG00000000767,167031072.34590802,1.0591801243137862,0.5580511065459348,1.8979984304118604,0.05769628879179716,0.3372414823659352
ENSDARG00000000779,1818091892.1459877,0.19078668417169747,0.21190906854290542,0.9003233579551538,0.3679481941692547,0.7137653462662625
ENSDARG00000000796,126156001.80335379,-1.4668642007540234,1.137678719293895,-1.28934836863648,0.19727700254109082,0.5647630170327902
ENSDARG00000000804,208630230.9771311,-0.34411722034025805,0.5959321830905695,-0.5774435919128053,0.5636398336762913,0.8319221498354219
ENSDARG00000000830,157114970.59443274,-0.6197276134151625,0.29539923870222695,-2.0979323309626743,0.03591112349320202,0.2714537121021968
ENSDARG00000000837,596302712.2461417,0.8703797091352053,0.2532979080098736,3.4361898839736083,0.0005899573295391958,0.0285407548519095
ENSDARG00000000853,705354969.6759423,-0.15715417291845335,0.3495952895685667,-0.44953172313161394,0.6530481290157792,0.8740328400895551
ENSDARG00000000857,857097106.5917112,-0.24414464375793393,0.30464798403617155,-0.8013991772515588,0.4229005913032776,0.7521816520784804
ENSDARG00000000861,2921146022.7430415,-0.2815427668989882,0.2422222369052131,-1.1623324534368085,0.24510044893258076,0.6109879929656258
ENSDARG00000000887,50479047.07085127,-2.2193527621078055,0.7508276717607559,-2.9558750237630838,0.003117833984130498,0.07835152844527957
ENSDARG00000000906,183262085.0078713,1.2022871812674871,0.5377667997515718,2.235703620645415,0.025371191717086832,0.22812752216204127
ENSDARG00000000935,167974875.62887496,-0.2049011558660325,0.19904176910759877,-1.0294379756807035,0.30327391162782735,0.6645641662340086
ENSDARG00000000943,23987582.39840211,-0.12941360485534142,0.4809144882313947,-0.26909899373435664,0.7878535047668794,0.9341060651616175
ENSDARG00000000966,1906068215.4611485,0.026943281677461683,0.23689242658144166,0.11373635732588018,0.9094467905375486,0.9734072199644522
ENSDARG00000001014,3488499830.0438294,-0.15004475636995385,0.22271707688309408,-0.6737011749158036,0.5005013147571078,0.7978461174880751
ENSDARG00000001015,367509334.79414076,-0.04391661405991323,0.16641485888181284,-0.26389839438017143,0.7918582129025008,0.9352575087784227
ENSDARG00000001057,1553464684.2231581,-0.3031186231081442,0.30516927006277217,-0.9932802966884374,0.3205733767842134,0.6773506222076076
ENSDARG00000001127,3408291.001411867,-0.6198902996475919,2.099114982355096,-0.2953103116591106,0.7677568400384882,
ENSDARG00000001129,1418089819.173671,-0.9608319177939832,0.33340013727837675,-2.881918182870226,0.003952623523361978,0.0886002131144391
ENSDARG00000001154,68941122.97674203,-3.2478946412076724,1.7876646238600724,-1.8168366693941458,0.06924212617680099,0.3665663533445504
ENSDARG00000001162,1052421807.3215795,0.10206922604629165,0.10089937008708524,1.0115942840693328,0.31173208000373265,0.6711334519195049
ENSDARG00000001169,514864017.69897985,-0.48448122871197524,0.33052816182504524,-1.4657789703511566,0.142708511976983,0.5023333454139407
ENSDARG00000001210,257543597.88039628,0.3906756820204775,0.24822926822379854,1.5738501942818932,0.11552208662249973,0.4581881774274235
ENSDARG00000001220,2065739741.6977189,0.0002473879132480354,0.32014424348694964,0.000772738908416824,0.9993834436168028,0.9999105135341966
ENSDARG00000001234,2165742335.101979,-0.10726287062518296,0.34447131055318403,-0.31138404662185154,0.7555086804462614,0.9235066794783614
ENSDARG00000001241,1447704379.8165467,-0.30850294659230426,0.17916237045570246,-1.7219182008343712,0.0850843374051174,0.4005418470028196
ENSDARG00000001244,1689986726.488232,-0.12386130530757919,0.27211754921037734,-0.4551757344096191,0.6489828162714468,0.8725751908960262
ENSDARG00000001249,64897982.647628285,-0.08207565903162371,0.3743987144874515,-0.21921992746151536,0.8264787331328374,0.94714209649644
ENSDARG00000001259,1307681.87699966,-1.8501754427937993,3.644524483048785,-0.507658941900167,0.6116925470592547,
ENSDARG00000001303,1059769441.4196539,0.4561065569896674,0.42238754263744627,1.0798295663306616,0.28021808246812807,0.6461225252484588
ENSDARG00000001313,12006305.329303112,-0.26585344850602094,1.085133854899869,-0.24499599501533625,0.8064595323953854,0.9405333650235339
ENSDARG00000001354,6219646194.311503,1.1000928821125016,0.5064230796129983,2.172280305536584,0.029834526606183083,0.24803018234299373
ENSDARG00000001414,8220919.177953226,0.09269688898360252,1.8431815213618183,0.050291785105958664,0.9598898700233076,
ENSDARG00000001431,134519199.56361577,-5.40567230815978,0.8279350538327835,-6.529101869929466,6.616523972884466e-11,1.0029547588897369e-07
ENSDARG00000001437,4175582.8938656272,-1.4362069378135238,2.447287562058458,-0.5868566326572199,0.5572999978633004,
ENSDARG00000001442,33468367.97378808,-0.12156966563061855,0.4901424585080248,-0.24802924847741623,0.8041117767101259,0.9401943774716144
ENSDARG00000001447,234556607.76716095,-0.3653081320738545,0.2670274771863085,-1.3680544636197656,0.17129502879883363,0.5359230433179882
ENSDARG00000001452,67304527.64550486,0.16544234640375957,0.6690871131470727,0.24726577922805326,0.8047025408356567,0.9401943774716144
ENSDARG00000001463,48283721.48640661,-0.4157003206924299,0.4289408449663967,-0.9691320506560666,0.33247930819836413,0.6860445149496142
ENSDARG00000001470,1388773811.922959,0.7127251863539862,0.44291850709848574,1.6091564812294177,0.10758212956149346,0.4430828153659846
ENSDARG00000001498,143537141.62539873,0.48659450935552195,0.48623264979062025,1.0007442107498488,0.31695048744962884,0.676126550423793
ENSDARG00000001549,127379282.97476478,-0.44240478560733154,0.33974122652480565,-1.302181634335832,0.19285430187619523,0.5599620792391964
ENSDARG00000001557,299376615.59080994,-1.1285206806593024,0.5896166535342816,-1.913990512131435,0.05562136806853715,0.3322668916803582
ENSDARG00000001558,55899755.171733625,-1.802142526046048,0.9461503731049388,-1.9047104744376293,0.05681771668222575,0.3356655623415675
ENSDARG00000001559,57573090.75580431,-0.026444472855230355,0.36497710960106383,-0.07245515447293485,0.9422396931673473,0.9846249442156894
ENSDARG00000001572,2379443.4492503605,-1.3378117760413655,2.7105542583335565,-0.4935565380874721,0.6216194014433549,
ENSDARG00000001578,5244514715.26116,0.10951271896607472,0.25683817343357374,0.42638801507595236,0.6698251330316543,0.8828277856748049
ENSDARG00000001621,105833635.36993922,-0.4537362509536352,0.3163041524489704,-1.434493500766914,0.15143148245429877,0.5126905803044254
ENSDARG00000001634,105917480.40473105,0.439809346974927,0.48898662516393393,0.8994302182140052,0.3684235494946517,0.714234561942949
ENSDARG00000001656,584820701.6738385,0.6318016577899787,0.4919701976548475,1.2842275015878766,0.19906236515402098,0.5676351186944101
ENSDARG00000001676,98497404.55286117,-0.9214504147066584,0.42600176798095757,-2.1630201655591432,0.030539628649410296,0.2515923211652053
ENSDARG00000001686,1883736.2820301536,-0.8955924543473982,2.345699705978461,-0.3818018359574377,0.7026083568567196,
ENSDARG00000001710,35397721.44077968,-0.6505982613209397,1.124962992852228,-0.5783285898778009,0.5630422957216744,0.8314168160116945
ENSDARG00000001712,33308591.84952583,-0.42382681243992204,0.4712190878797985,-0.8994262400253923,0.3684256676586416,0.714234561942949
ENSDARG00000001721,35400196.069112785,0.4897817330243982,1.2423007876251189,0.39425374104503624,0.6933937123967134,0.8934100837931598
ENSDARG00000001729,3136124292.0793166,-0.43096291862920477,0.44528230056826573,-0.9678420141092815,0.33312327740224656,0.6861637884664098
ENSDARG00000001733,45922017.620752014,-0.5841579321614,0.723330771533781,-0.8075944715067589,0.4193240703550881,0.7494109687324674
ENSDARG00000001734,1005210301.4640815,-0.0581470121630773,0.1892649302951261,-0.3072254964108091,0.7586717400286709,0.9241594908076608
ENSDARG00000001754,590833218.3588362,-0.3072712805004336,0.6611970113871359,-0.4647197056378162,0.6421321948095694,0.8695174906213291
ENSDARG00000001760,5799849.927703052,-1.054373810579359,1.8447317117440312,-0.5715594326627266,0.5676204853951987,
ENSDARG00000001767,50492750.55164059,0.7441052580631282,1.1471772959898383,0.6486401541106855,0.5165709949288455,0.8063712650520356
ENSDARG00000001769,513189813.9019481,-0.493759209847802,0.3181163630159363,-1.552133958676834,0.12063017402860059,0.46815934832093975
ENSDARG00000001771,2704414.1688176785,0.5466499667959026,2.695339889730136,0.20281299916153972,0.839281197226769,
ENSDARG00000001776,60153048.05294399,-0.19680347215517485,1.113494240766988,-0.1767440413698182,0.8597094454059286,0.9585596461480193
ENSDARG00000001777,526825996.0096596,-0.31594702074760744,0.3455572342624759,-0.9143116954907177,0.3605530868519714,0.7089835598171949
ENSDARG00000001781,48906729.334017806,1.1973094538298905,0.6602667602622568,1.8133723002416802,0.06977441885321241,0.3675715636382199
ENSDARG00000001782,62370634.079540096,0.8353613048627071,0.5300872290026274,1.5758940399950037,0.11505022476027332,0.4576347230241355
ENSDARG00000001785,8315710.33349804,-1.0403229794506963,1.1730710584785982,-0.8868371373852936,0.3751665900882877,
ENSDARG00000001788,14915536823.152723,0.13222833176009965,0.2682046429628408,0.493012836390083,0.6220035174058918,0.8611191096440499
ENSDARG00000001803,63699151.31158692,-0.915542726614653,0.7600843356853533,-1.2045278183362718,0.2283856366685174,0.5959597360268281
ENSDARG00000001804,598371012.9433175,-0.13029449012385216,0.20195192103163487,-0.6451757896546184,0.5188132735539364,0.8077586600762133
ENSDARG00000001807,66301306.803579815,1.4214849397718685,0.6011980580706491,2.3644203780924795,0.018058308620095085,0.19539331657793532
ENSDARG00000001817,52665166.344814375,-0.47375596879815307,0.37707973619952506,-1.2563814050921938,0.20897772015239635,0.5767267203965131
ENSDARG00000001818,20373523571.193783,-0.38415545502033455,0.267008358430904,-1.4387394360156172,0.15022436153223157,0.5115712597899054
ENSDARG00000001825,9713988.237191696,-0.1546219048467893,0.4846130634628072,-0.3190626017011119,0.7496790421800166,
ENSDARG00000001829,1141577920.281805,0.15508540912075153,0.2160108977582647,0.7179517826656403,0.4727870175862431,0.7816431447162259
ENSDARG00000001835,41992367.682411626,-1.870647025451571,0.7800014597445923,-2.398260928978396,0.016473125943871833,0.18623129951462314
ENSDARG00000001857,915163332.6446407,-0.6540952294910681,0.41449769901191597,-1.5780430893833846,0.11455571104571524,0.4567044881995027
ENSDARG00000001859,1450459.7460846023,-1.1842940424956294,3.063488146838582,-0.3865835236600414,0.6990645576009837,
ENSDARG00000001870,544150044.696697,2.833715141666665,0.7418143872512298,3.8199786771013002,0.00013346321137021368,0.01011539922843411
ENSDARG00000001873,23583164.341102175,-0.4786032266493285,2.6444119725360373,-0.1809866358267693,0.8563780658507921,0.9572485031818048
ENSDARG00000001879,3512525458.286431,-0.8787135721758985,0.3673731021294688,-2.391883257327381,0.016762173108289376,0.18817153881249954
ENSDARG00000001880,43082077.72773633,-0.06735472636334991,0.5613286402668881,-0.11999160835856437,0.9044897954884135,0.972240873806596
ENSDARG00000001881,2087830.2688520048,-0.4542014280757941,2.3560405101322113,-0.19278167167435767,0.8471299581135473,
ENSDARG00000001882,7441355.12957464,-1.575158205928249,1.5160167193475869,-1.0390111044462051,0.2987995718715908,
ENSDARG00000001888,556750661.8153756,-0.9105369837273019,0.2842454929030994,-3.203347129369288,0.0013584013684854925,0.047937437543921185
ENSDARG00000001889,26270392.53372959,-1.1770466002242712,1.2500280338132408,-0.9416161625061016,0.346389191843401,0.6975926092874906
ENSDARG00000001890,4489676645.967909,-0.12124911562779184,0.3163041184228715,-0.3833308153948605,0.7014744936762229,0.897820225159759
ENSDARG00000001891,9472356.144564753,1.2002962192944158,1.242547497197492,0.9659962472272714,0.33404605888507866,
ENSDARG00000001897,1189353283.5311673,0.1550344186637674,0.19411920725700393,0.7986557376494421,0.42449005876517676,0.7529621255368752
ENSDARG00000001898,918093848.2768303,1.8589366291660079,0.572171208172113,3.248916762352759,0.0011584537133967877,0.04399221930414941
ENSDARG00000001906,3937125.0722566755,-2.199111354925564,2.1055201017219076,-1.0444504201727245,0.29627704650529896,
ENSDARG00000001909,12826465.47905571,4.174271757871795,2.142223255967702,1.9485699010331021,,
ENSDARG00000001910,2051513977.7184556,0.43509922865822515,0.5572275885055534,0.7808285835687564,0.4349033201726885,0.7593857209309858
ENSDARG00000001912,3152646.8182041245,-1.565576083210037,2.158933962294601,-0.7251616355815164,0.46835287566605466,
ENSDARG00000001913,7108476.832872534,-1.9192806199551873,1.8271393594012626,-1.0504292461764484,0.2935208051654483,
ENSDARG00000001929,1242931911.5948925,0.20386703374095302,0.27053069333296503,0.7535818994484171,0.45110031645587456,0.7680189775676112
ENSDARG00000001930,284021212.8110417,-0.4922329157199293,0.23038107153321422,-2.136603117799822,0.032630285822772206,0.260555267390793
ENSDARG00000001933,64858280.329290755,0.6439252397249078,0.29698810896797667,2.1681852581994803,0.030144593987133764,0.24924098392089236
ENSDARG00000001937,6375222.969904715,-1.2832862557772284,2.0983976251629026,-0.6115553317391905,0.540831999165952,
ENSDARG00000001939,387786858.4730164,-0.5515201164915039,0.3975005760388669,-1.3874699805153923,0.16529849878299308,0.529846663686025
ENSDARG00000001940,2615205738.873591,-0.34205991667556845,0.26178061918740875,-1.3066663137147208,0.19132606410392627,0.558533318255564
ENSDARG00000001950,243646470.4819494,-0.9832437345261265,0.6844575104889429,-1.4365299809826697,0.15085159150711483,0.5121227299839631
ENSDARG00000001953,97119754.2337702,0.27910568194025653,0.4404124160224007,0.6337370877529038,0.5262524166406052,0.8120573005338148
ENSDARG00000001968,128506047.34632573,0.5525646317712571,0.4100305167363031,1.347618309411394,0.17778117857543807,0.5434573538033476
ENSDARG00000001969,441958271.33990204,-0.21986152841104117,0.4246194133876623,-0.5177849186332785,0.6046083418670225,0.8512267035821751
ENSDARG00000001971,459060.4574393668,-3.114784838797286,4.375832399822105,-0.7118153882959307,0.47657910237212653,
ENSDARG00000001975,15543592435.117424,-2.0236548988478007,0.5998772261716958,-3.3734484500476665,0.0007423294479039106,0.03342319964696073
ENSDARG00000001976,34836027.9175308,2.829664361355563,0.8352509411583221,3.387801464110172,0.0007045524328928157,0.03195962282872897
ENSDARG00000001993,14491477.769807477,-0.5746469311335445,0.5875186340127484,-0.9780914133883885,0.32802911428338166,0.6828014345499653
ENSDARG00000001994,12811758.441485273,1.082239668512582,1.267004726938104,0.8541717686625898,0.39300982308525323,0.7320139956912509
ENSDARG00000001999,3987863.604278889,-1.627121646930076,2.1247312087065446,-0.7658011706434178,0.4437946175620354,
ENSDARG00000002002,32688967.584945094,0.008232722552395103,0.5866715251967881,0.014032933590280504,0.9888037064151229,0.9969469000337906
ENSDARG00000002006,892227720.0800349,-0.33063885771494966,0.13956535213689186,-2.369061179243431,0.017833303285317795,0.19433705927134315
ENSDARG00000002013,586652496.5162659,0.03102691043908484,0.33639529308625077,0.09223348565441916,0.9265125337210012,0.9794568755718244
ENSDARG00000002016,371376384.34013265,0.11323486092170955,0.21190522385905555,0.5343655944840011,0.5930886179810515,0.8448538933440112
ENSDARG00000002020,354951438.69035333,0.12811345889209158,0.3271273324086226,0.391631778209416,0.6953303041699659,0.8943794446518539
ENSDARG00000002021,335105743.5604878,0.26716097059900334,0.3211457839643552,0.8318993551808739,0.4054657558608704,0.7404298864681491
ENSDARG00000002026,4751690.389646369,1.0531142851380377,1.5879354536668122,0.663197161261321,0.5072042893437887,
ENSDARG00000002031,178224377.00965357,0.014850966947694543,0.313533638242631,0.047366423044541014,0.962221189498449,0.9902170257205167
ENSDARG00000002037,69283349.84967567,-0.3972144220201379,0.5030208308398563,-0.789657997576241,0.42972752730848873,0.7558516594518792
ENSDARG00000002060,37310747.48719782,-0.21019420588924953,0.41052712194853824,-0.5120105217204103,0.6086436457696942,0.8532080700177819
ENSDARG00000002071,161862941.43985716,0.761217283987114,0.38216454954578366,1.9918573946532934,0.04638670676961061,0.3049923340992917
ENSDARG00000002077,83737375.9021626,-0.3269751129469282,0.28790766342004337,-1.1356943718093648,0.25608449689909063,0.6219488821393688
ENSDARG00000002082,1646883910.285508,-0.4412070060392644,0.27337106830915026,-1.613949159902728,0.1065384542818425,0.4408551707376308
ENSDARG00000002084,90820197.67709514,1.1486242604627053,0.6906557569137001,1.663092284346556,0.09629396412400232,0.42156130142373094
ENSDARG00000002097,192465715.18705255,0.1173983841690882,0.32408844802762343,0.36224180430856284,0.7171713424698647,0.9057126123119357
ENSDARG00000002127,936059211.133915,0.6280808987740889,0.18339603691677536,3.4247244887800403,0.0006154231718386594,0.02922858353980474
ENSDARG00000002128,168565333.86014888,-0.06719326834648763,0.1585543568112955,-0.42378695671200084,0.6717211913392738,0.8840060143685894
ENSDARG00000002131,90971194.42960182,0.6769871608335271,0.5022969643260337,1.3477827040859927,0.1777282824332621,0.5434573538033476
ENSDARG00000002165,1303224420.0605037,0.7889847047964389,0.3664078164025488,2.1532965986992805,0.031295375938310555,0.25515519730746417
ENSDARG00000002167,29655367.707461175,-2.636029636299124,1.188468047498371,-2.2180063164910093,0.02655440173980983,0.2328310480251662
ENSDARG00000002168,332513798.37742496,-0.49026568458349656,0.34501223283648413,-1.4210095698718435,0.1553139773583152,0.518235559294885
ENSDARG00000002172,8791953.569084642,-0.7294132102400886,1.5037799216816823,-0.4850531648436849,0.6276386334288514,
ENSDARG00000002174,129107909.36251469,0.07081786771709755,0.31359391034913114,0.22582666748297,0.8213362351357454,0.9451575958195235
ENSDARG00000002184,436308973.6489832,-0.09113972811707313,0.1748084595505365,-0.5213690936434626,0.6021096772178851,0.8497459095812965
ENSDARG00000002190,1089187258.35362,-0.06705514479077852,0.21329712048980903,-0.3143743555318287,0.7532367308623023,0.9226121718052581
ENSDARG00000002192,1248814.6654996527,-1.4387222944654567,3.6349553638211143,-0.39580191514457896,0.6922511638816505,
ENSDARG00000002193,3352202.8101700414,-1.0046365280618967,2.177866850922714,-0.4612938241087854,0.6445878152396793,
ENSDARG00000002194,65706305.3027923,-0.3173564421568854,0.6829790824433357,-0.4646649514089845,0.6421714111603593,0.8695174906213291
ENSDARG00000002196,1625801863.6751618,0.127445823240718,0.4814424056803761,0.26471665507032166,0.7912277461856325,0.9350822233621461
ENSDARG00000002197,31911423649.287838,0.39571226396867765,0.324763351328652,1.218463420671587,0.22304791718607453,0.590277485140678
ENSDARG00000002204,1078359.3328044454,-1.7190255442500748,4.177972387625543,-0.41144971406262565,,
ENSDARG00000002210,42512215.65092949,-2.750396031094398,1.31195737930343,-2.0964065407023296,0.03604614268286766,0.27217905164025025
ENSDARG00000002213,447898975.76600885,-0.5641151669060541,0.39847292672384876,-1.4156925830421583,0.15686553089163363,0.5205005485076278
ENSDARG00000002215,600056731.3976374,-0.5520561319313817,0.2747464591912677,-2.009329377915884,0.04450221431774994,0.2989273554061564
ENSDARG00000002216,10754164.418976791,1.1131827918913106,0.7448849440825617,1.4944358866890017,0.1350617276505317,
ENSDARG00000002217,147785091.62877035,-0.48168519613321403,0.2644096344694182,-1.8217384442128792,0.06849468173358436,0.36526963257319434
ENSDARG00000002219,6409985.062151673,1.6586201756810475,2.3948424185120976,0.6925800891365282,0.48857310914272,
ENSDARG00000002220,293584980.5260539,-0.11524478124626068,0.22601538151583656,-0.5098979568263837,0.6101229534451501,0.85405809817046
ENSDARG00000002230,11507854.350678379,-1.7707005561120943,0.7759227963529665,-2.282057653718688,0.02248593664919244,0.21612107757482568
ENSDARG00000002231,197757598.2267345,0.009259989710670222,0.342743283743716,0.027017275464963797,0.978445955232158,0.9948659112310597
ENSDARG00000002235,189028184.21117133,0.2363343185059783,0.4714633771507051,0.5012782115426818,0.6161753373133025,0.8573571013332039
ENSDARG00000002240,1498531694.832005,0.22605741070939836,0.33278423711523547,0.6792912208492613,0.4969533579427974,0.7947873521453617
ENSDARG00000002241,1360256.0522475708,-1.3217627885005465,3.3140634675423115,-0.3988344826361329,0.6900151672100512,
ENSDARG00000002249,1353213248.965567,0.025041496882450245,0.2980683283481008,0.08401260550300865,0.9330464094600748,0.9819097287704478
ENSDARG00000002255,16900049.674813796,-0.6392087964747372,0.6311551641689915,-1.0127601464155798,0.31117474104699594,0.6708068902162664
ENSDARG00000002259,1744628.5294132407,-0.7544612868549941,2.754242487689588,-0.27392696548221446,0.7841407484245855,
ENSDARG00000002264,351030173.956066,-0.14571641955934633,0.29005336884716165,-0.5023779594028054,0.6154016799361475,0.8569361217207779
ENSDARG00000002267,636242907.7354516,-0.27523069464943795,0.4278764363686025,-0.6432480764431139,0.5200631422283681,0.8084735114207348
ENSDARG00000002271,704194630.7517989,0.3578715542631406,0.306738551103472,1.166698978578731,0.2433319554672806,0.6095584463479912
ENSDARG00000002285,343419004.6103961,0.6230501692604318,0.37186415108322307,1.675477906234079,0.09384050239904991,0.4158350519592686
ENSDARG00000002293,18361090.20514129,1.8038232995703256,2.2046794781300374,0.8181793850144105,0.4132547646446382,0.7447037101041598
ENSDARG00000002295,3853570.2914994494,-0.18687114502003505,2.1318644921567884,-0.0876562022152633,0.9301499311378952,
ENSDARG00000002298,86508078.03022827,0.5345233626773562,0.5420698039201726,0.9860784696209944,0.32409460803446455,0.6804298666945623
ENSDARG00000002299,487690275.9689144,0.535773541184965,0.2713224750547855,1.974674383597531,0.048305111759428726,0.3104962384343332
ENSDARG00000002300,11789360.635500638,-1.674107460367583,1.197563023615549,-1.397928482555602,0.16213454451851272,0.5270241895624994
ENSDARG00000002304,35304170.19242193,-0.4128534928476318,1.0045025084577355,-0.4110029485954267,0.6810703726094921,0.8872498802382482
ENSDARG00000002305,181087359.20848393,0.7034149311836505,0.5017571210589851,1.4019032349736382,0.16094414434038806,0.5259661874235549
